isu,full_name,telegram,score
108545,Volkov Anna Ivanovna,@student_108545,68
108546,Sidorov Petr Mikhailovich,@student_108546,92
108547,Petrov Elena Mikhailovna,@student_108547,9
108548,Petrov Alina Petrovich,@student_108548,75
108549,Morozov Mikhail Alexandrovich,@student_108549,52
108550,Sokolov Alina Petrovna,@student_108550,97
108551,Smirnov Andrey Dmitrievich,@student_108551,65
108552,Ivanov Alina Dmitrievna,@student_108552,99
108553,Lebedev Petr Dmitrievna,@student_108553,50
108554,Morozov Alina Petrovna,@student_108554,0
108555,Volkov Artem Mikhailovich,@student_108555,59
108556,Alekseev Anna Sergeevich,@student_108556,74
108557,Novikov Petr Ivanovna,@student_108557,79
108558,Alekseev Andrey Ivanovna,@student_108558,83
108559,Mikhailov Artem Sergeevich,@student_108559,4
108560,Fedorov Anastasia Petrovna,@student_108560,78
108561,Fedorov Mikhail Ivanovna,@student_108561,27
108562,Smirnov Maria Sergeevna,@student_108562,99
108563,Smirnov Andrey Sergeevich,@student_108563,95
108564,Morozov Mikhail Mikhailovna,@student_108564,71
108565,Sokolov Nikita Ivanovna,@student_108565,8
108566,Sidorov Victoria Sergeevich,@student_108566,16
108567,Volkov Victoria Alexandrovna,@student_108567,10
108568,Volkov Andrey Ivanovich,@student_108568,93
108569,Kuznetsov Sofia Petrovich,@student_108569,19
108570,Alekseev Maria Mikhailovna,@student_108570,18
108571,Alekseev Alina Andreevna,@student_108571,5
108572,Petrov Anna Petrovich,@student_108572,6
108573,Volkov Sofia Alexandrovna,@student_108573,94
108574,Sidorov Ksenia Ivanovich,@student_108574,37
108575,Kuznetsov Sergey Dmitrievna,@student_108575,12
108576,Volkov Alina Sergeevna,@student_108576,8
108577,Mikhailov Daria Andreevich,@student_108577,37
108578,Sokolov Anastasia Ivanovich,@student_108578,51
108579,Kuznetsov Anna Ivanovich,@student_108579,92
108580,Vasiliev Anastasia Sergeevich,@student_108580,58
108581,Fedorov Polina Ivanovich,@student_108581,64
108582,Sidorov Artem Ivanovich,@student_108582,5
108583,Morozov Elena Andreevna,@student_108583,70
108584,Mikhailov Alexey Dmitrievna,@student_108584,23
108585,Petrov Elena Petrovna,@student_108585,15
108586,Mikhailov Sofia Mikhailovich,@student_108586,72
108587,Sokolov Nikita Dmitrievich,@student_108587,26
108588,Volkov Nikita Dmitrievna,@student_108588,36
108589,Sokolov Daria Mikhailovich,@student_108589,75
108590,Alekseev Alina Andreevna,@student_108590,3
108591,Morozov Elena Andreevich,@student_108591,31
108592,Ivanov Ksenia Alexandrovna,@student_108592,7
108593,Mikhailov Maria Sergeevich,@student_108593,55
108594,Volkov Mikhail Dmitrievna,@student_108594,98
108595,Vasiliev Alexey Alexandrovich,@student_108595,13
108596,Popov Daria Sergeevich,@student_108596,51
108597,Lebedev Andrey Andreevna,@student_108597,30
108598,Novikov Dmitry Dmitrievich,@student_108598,87
108599,Mikhailov Maria Ivanovna,@student_108599,24
108600,Alekseev Nikita Ivanovich,@student_108600,91
108601,Ivanov Alina Dmitrievich,@student_108601,6
108602,Smirnov Sofia Ivanovna,@student_108602,15
108603,Kuznetsov Sergey Sergeevna,@student_108603,87
108604,Smirnov Alina Andreevich,@student_108604,8
108605,Kuznetsov Alina Alexandrovna,@student_108605,73
108606,Popov Polina Sergeevna,@student_108606,79
108607,Mikhailov Anna Mikhailovna,@student_108607,95
108608,Mikhailov Sergey Andreevich,@student_108608,51
108609,Fedorov Mikhail Ivanovich,@student_108609,83
108610,Lebedev Petr Alexandrovich,@student_108610,43
108611,Morozov Polina Alexandrovich,@student_108611,31
108612,Vasiliev Sergey Mikhailovich,@student_108612,26
108613,Ivanov Elena Alexandrovna,@student_108613,28
108614,Vasiliev Artem Ivanovich,@student_108614,55
108615,Vasiliev Victoria Andreevich,@student_108615,80
108616,Popov Dmitry Alexandrovich,@student_108616,89
108617,Smirnov Ksenia Sergeevna,@student_108617,75
108618,Morozov Anna Petrovna,@student_108618,7
108619,Fedorov Elena Petrovich,@student_108619,52
108620,Sokolov Mikhail Ivanovich,@student_108620,1
108621,Smirnov Sergey Sergeevich,@student_108621,61
108622,Vasiliev Alexey Petrovich,@student_108622,66
108623,Lebedev Ksenia Dmitrievna,@student_108623,32
108624,Fedorov Petr Sergeevich,@student_108624,14
108625,Sidorov Nikita Ivanovich,@student_108625,82
108626,Fedorov Daria Sergeevich,@student_108626,87
108627,Ivanov Anastasia Dmitrievna,@student_108627,20
108628,Sidorov Sofia Alexandrovna,@student_108628,47
108629,Ivanov Egor Mikhailovich,@student_108629,32
108630,Alekseev Mikhail Dmitrievich,@student_108630,68
108631,Novikov Daria Ivanovna,@student_108631,32
108632,Smirnov Alexey Sergeevich,@student_108632,58
108633,Vasiliev Elena Alexandrovna,@student_108633,56
108634,Petrov Ivan Dmitrievich,@student_108634,28
108635,Petrov Polina Andreevich,@student_108635,74
108636,Smirnov Ivan Petrovich,@student_108636,47
108637,Sokolov Artem Mikhailovna,@student_108637,65
108638,Fedorov Alexey Mikhailovich,@student_108638,62
108639,Mikhailov Victoria Mikhailovich,@student_108639,37
108640,Lebedev Mikhail Ivanovna,@student_108640,2
108641,Sidorov Petr Andreevich,@student_108641,94
108642,Petrov Anastasia Andreevna,@student_108642,0
108643,Ivanov Victoria Petrovna,@student_108643,17
108644,Lebedev Maria Petrovna,@student_108644,68
108645,Smirnov Nikita Petrovich,@student_108645,53
108646,Lebedev Daria Sergeevna,@student_108646,19
108647,Mikhailov Anastasia Petrovich,@student_108647,20
108648,Fedorov Ivan Sergeevich,@student_108648,95
108649,Ivanov Artem Alexandrovich,@student_108649,40
108650,Smirnov Andrey Dmitrievna,@student_108650,2
108651,Petrov Andrey Alexandrovna,@student_108651,39
108652,Ivanov Anna Petrovna,@student_108652,46
108653,Petrov Alina Andreevna,@student_108653,92
108654,Lebedev Mikhail Andreevich,@student_108654,96
108655,Vasiliev Alina Sergeevna,@student_108655,93
108656,Ivanov Elena Alexandrovna,@student_108656,20
108657,Morozov Dmitry Andreevna,@student_108657,91
108658,Ivanov Anna Andreevich,@student_108658,89
108659,Kuznetsov Elena Petrovich,@student_108659,21
108660,Lebedev Nikita Dmitrievna,@student_108660,97
108661,Lebedev Ivan Dmitrievich,@student_108661,72
108662,Alekseev Anastasia Dmitrievna,@student_108662,10
108663,Morozov Andrey Alexandrovna,@student_108663,55
108664,Sidorov Ksenia Mikhailovna,@student_108664,51
108665,Volkov Petr Dmitrievich,@student_108665,12
108666,Kuznetsov Nikita Mikhailovich,@student_108666,32
108667,Mikhailov Sergey Alexandrovich,@student_108667,84
108668,Mikhailov Ivan Alexandrovich,@student_108668,83
108669,Sidorov Victoria Alexandrovich,@student_108669,63
108670,Sokolov Daria Alexandrovna,@student_108670,15
108671,Popov Maria Dmitrievich,@student_108671,37
108672,Alekseev Sergey Sergeevich,@student_108672,58
108673,Petrov Ivan Andreevna,@student_108673,27
108674,Petrov Sofia Mikhailovich,@student_108674,45
108675,Vasiliev Alexey Andreevna,@student_108675,0
108676,Sokolov Andrey Petrovna,@student_108676,55
108677,Popov Anna Dmitrievich,@student_108677,13
108678,Alekseev Daria Sergeevna,@student_108678,100
108679,Alekseev Maria Alexandrovna,@student_108679,53
108680,Smirnov Daria Andreevna,@student_108680,88
108681,Sokolov Victoria Sergeevich,@student_108681,4
108682,Vasiliev Sergey Mikhailovna,@student_108682,11
108683,Mikhailov Polina Petrovich,@student_108683,4
108684,Mikhailov Victoria Ivanovich,@student_108684,2
108685,Alekseev Daria Sergeevna,@student_108685,27
108686,Kuznetsov Egor Sergeevich,@student_108686,44
108687,Lebedev Elena Andreevna,@student_108687,50
108688,Morozov Artem Petrovna,@student_108688,73
108689,Volkov Victoria Petrovich,@student_108689,80
108690,Fedorov Elena Ivanovich,@student_108690,49
108691,Lebedev Victoria Dmitrievich,@student_108691,49
108692,Volkov Victoria Alexandrovich,@student_108692,81
108693,Volkov Dmitry Ivanovich,@student_108693,4
108694,Sidorov Elena Andreevich,@student_108694,69
108695,Petrov Daria Dmitrievna,@student_108695,98
108696,Kuznetsov Anna Mikhailovich,@student_108696,35
108697,Novikov Maria Alexandrovna,@student_108697,2
108698,Smirnov Maria Petrovna,@student_108698,91
108699,Fedorov Ivan Mikhailovich,@student_108699,85
108700,Alekseev Ksenia Mikhailovich,@student_108700,10
108701,Smirnov Ksenia Alexandrovich,@student_108701,77
108702,Ivanov Egor Mikhailovna,@student_108702,24
108703,Ivanov Andrey Ivanovich,@student_108703,61
108704,Sidorov Sergey Petrovna,@student_108704,32
108705,Novikov Victoria Mikhailovna,@student_108705,73
108706,Lebedev Elena Ivanovich,@student_108706,96
108707,Mikhailov Ivan Petrovna,@student_108707,24
108708,Mikhailov Sofia Ivanovich,@student_108708,44
108709,Ivanov Alexey Sergeevich,@student_108709,78
108710,Vasiliev Ivan Dmitrievna,@student_108710,54
108711,Sidorov Maria Dmitrievich,@student_108711,64
108712,Lebedev Mikhail Dmitrievna,@student_108712,2
108713,Vasiliev Alina Petrovich,@student_108713,93
108714,Petrov Egor Sergeevich,@student_108714,2
108715,Popov Maria Dmitrievna,@student_108715,31
108716,Sokolov Dmitry Dmitrievna,@student_108716,17
108717,Volkov Dmitry Sergeevna,@student_108717,33
108718,Lebedev Andrey Mikhailovna,@student_108718,84
108719,Sokolov Egor Alexandrovich,@student_108719,43
108720,Vasiliev Alexey Alexandrovich,@student_108720,88
108721,Lebedev Petr Dmitrievna,@student_108721,24
108722,Novikov Daria Andreevna,@student_108722,70
108723,Volkov Ksenia Sergeevna,@student_108723,41
108724,Popov Mikhail Andreevich,@student_108724,29
108725,Kuznetsov Maria Dmitrievich,@student_108725,35
108726,Fedorov Mikhail Petrovich,@student_108726,1
108727,Morozov Victoria Sergeevna,@student_108727,6
108728,Mikhailov Andrey Alexandrovich,@student_108728,93
108729,Volkov Elena Ivanovna,@student_108729,58
108730,Alekseev Sofia Petrovna,@student_108730,9
108731,Lebedev Ksenia Andreevich,@student_108731,25
108732,Lebedev Anastasia Andreevich,@student_108732,23
108733,Morozov Daria Andreevna,@student_108733,55
108734,Mikhailov Alexey Petrovna,@student_108734,36
108735,Smirnov Polina Alexandrovich,@student_108735,21
108736,Lebedev Anastasia Mikhailovich,@student_108736,29
108737,Sidorov Daria Petrovna,@student_108737,62
108738,Morozov Egor Sergeevna,@student_108738,66
108739,Morozov Elena Ivanovich,@student_108739,62
108740,Lebedev Maria Ivanovna,@student_108740,61
108741,Mikhailov Artem Mikhailovna,@student_108741,7
108742,Volkov Dmitry Sergeevich,@student_108742,61
108743,Novikov Victoria Alexandrovich,@student_108743,2
108744,Smirnov Anna Andreevich,@student_108744,25
108745,Alekseev Maria Sergeevna,@student_108745,75
108746,Vasiliev Elena Mikhailovna,@student_108746,73
108747,Kuznetsov Polina Dmitrievich,@student_108747,7
108748,Vasiliev Anna Mikhailovich,@student_108748,26
108749,Kuznetsov Victoria Alexandrovich,@student_108749,79
108750,Smirnov Alexey Ivanovich,@student_108750,24
108751,Volkov Egor Sergeevna,@student_108751,97
108752,Ivanov Alexey Andreevna,@student_108752,57
108753,Novikov Mikhail Alexandrovna,@student_108753,65
108754,Smirnov Daria Ivanovich,@student_108754,24
108755,Smirnov Polina Dmitrievna,@student_108755,9
108756,Alekseev Ksenia Mikhailovich,@student_108756,21
108757,Vasiliev Maria Petrovna,@student_108757,35
108758,Petrov Daria Sergeevna,@student_108758,27
108759,Novikov Maria Ivanovna,@student_108759,0
108760,Kuznetsov Nikita Alexandrovna,@student_108760,83
108761,Alekseev Egor Alexandrovich,@student_108761,50
108762,Morozov Daria Petrovna,@student_108762,43
108763,Fedorov Alina Sergeevna,@student_108763,40
108764,Volkov Victoria Alexandrovna,@student_108764,88
108765,Smirnov Artem Dmitrievich,@student_108765,36
108766,Morozov Sofia Ivanovich,@student_108766,76
108767,Sidorov Dmitry Ivanovna,@student_108767,24
108768,Lebedev Alexey Sergeevich,@student_108768,76
108769,Kuznetsov Elena Sergeevna,@student_108769,19
108770,Mikhailov Anna Petrovich,@student_108770,77
108771,Volkov Victoria Petrovich,@student_108771,18
108772,Volkov Mikhail Petrovna,@student_108772,35
108773,Smirnov Daria Sergeevich,@student_108773,13
108774,Sokolov Dmitry Sergeevich,@student_108774,78
108775,Sokolov Anna Sergeevich,@student_108775,16
108776,Popov Nikita Mikhailovich,@student_108776,13
108777,Alekseev Nikita Alexandrovna,@student_108777,40
108778,Sokolov Alexey Sergeevna,@student_108778,6
108779,Morozov Alina Andreevich,@student_108779,89
108780,Fedorov Ivan Sergeevich,@student_108780,64
108781,Fedorov Petr Sergeevna,@student_108781,81
108782,Petrov Alina Ivanovna,@student_108782,62
108783,Ivanov Daria Mikhailovich,@student_108783,37
108784,Morozov Sergey Ivanovich,@student_108784,50
108785,Morozov Alexey Mikhailovna,@student_108785,67
108786,Lebedev Egor Petrovich,@student_108786,17
108787,Sokolov Maria Dmitrievna,@student_108787,80
108788,Morozov Maria Ivanovich,@student_108788,53
108789,Volkov Ksenia Alexandrovna,@student_108789,1
108790,Vasiliev Daria Dmitrievich,@student_108790,41
108791,Petrov Dmitry Ivanovich,@student_108791,98
108792,Volkov Artem Ivanovich,@student_108792,33
108793,Vasiliev Dmitry Sergeevna,@student_108793,100
108794,Volkov Alina Alexandrovna,@student_108794,7
108795,Mikhailov Maria Petrovich,@student_108795,14
108796,Mikhailov Elena Sergeevich,@student_108796,48
108797,Petrov Alexey Petrovna,@student_108797,56
108798,Morozov Victoria Sergeevich,@student_108798,34
108799,Volkov Petr Alexandrovna,@student_108799,95
108800,Petrov Alexey Sergeevna,@student_108800,47
108801,Lebedev Anna Sergeevna,@student_108801,23
108802,Kuznetsov Dmitry Sergeevich,@student_108802,11
108803,Alekseev Petr Ivanovna,@student_108803,51
108804,Ivanov Ksenia Ivanovna,@student_108804,12
108805,Petrov Elena Petrovna,@student_108805,41
108806,Vasiliev Ivan Ivanovich,@student_108806,54
108807,Popov Andrey Andreevich,@student_108807,61
108808,Kuznetsov Mikhail Dmitrievich,@student_108808,67
108809,Ivanov Victoria Ivanovna,@student_108809,24
108810,Morozov Victoria Ivanovich,@student_108810,20
108811,Sidorov Petr Dmitrievna,@student_108811,19
108812,Popov Ksenia Petrovna,@student_108812,68
108813,Petrov Anastasia Petrovich,@student_108813,71
108814,Novikov Artem Alexandrovna,@student_108814,90
108815,Petrov Anastasia Dmitrievich,@student_108815,79
108816,Volkov Maria Andreevna,@student_108816,83
108817,Sokolov Dmitry Mikhailovich,@student_108817,90
108818,Smirnov Anastasia Sergeevich,@student_108818,67
108819,Novikov Dmitry Mikhailovich,@student_108819,14
108820,Popov Anastasia Ivanovich,@student_108820,88
108821,Fedorov Elena Dmitrievich,@student_108821,95
108822,Smirnov Anna Ivanovich,@student_108822,89
108823,Fedorov Dmitry Sergeevna,@student_108823,18
108824,Vasiliev Anna Mikhailovna,@student_108824,33
108825,Ivanov Artem Andreevna,@student_108825,80
108826,Ivanov Petr Dmitrievna,@student_108826,72
108827,Mikhailov Petr Dmitrievich,@student_108827,85
108828,Sidorov Sergey Mikhailovich,@student_108828,74
108829,Volkov Maria Mikhailovich,@student_108829,38
108830,Ivanov Andrey Dmitrievich,@student_108830,5
108831,Morozov Nikita Ivanovna,@student_108831,20
108832,Mikhailov Alexey Sergeevna,@student_108832,74
108833,Kuznetsov Sergey Dmitrievna,@student_108833,22
108834,Sidorov Mikhail Mikhailovna,@student_108834,46
108835,Smirnov Anna Alexandrovich,@student_108835,67
108836,Vasiliev Maria Mikhailovich,@student_108836,48
108837,Vasiliev Nikita Mikhailovna,@student_108837,26
108838,Volkov Elena Ivanovna,@student_108838,32
108839,Sokolov Ksenia Sergeevich,@student_108839,59
108840,Morozov Daria Sergeevich,@student_108840,51
108841,Sidorov Victoria Alexandrovich,@student_108841,42
108842,Volkov Artem Sergeevich,@student_108842,90
108843,Novikov Daria Petrovich,@student_108843,45
108844,Vasiliev Andrey Ivanovna,@student_108844,24
108845,Sokolov Ksenia Dmitrievna,@student_108845,28
108846,Smirnov Ivan Alexandrovich,@student_108846,1
108847,Petrov Anastasia Alexandrovna,@student_108847,56
108848,Morozov Egor Petrovna,@student_108848,92
108849,Petrov Nikita Petrovich,@student_108849,80
108850,Volkov Elena Petrovna,@student_108850,48
108851,Ivanov Polina Andreevna,@student_108851,97
108852,Popov Sergey Sergeevna,@student_108852,1
108853,Ivanov Ksenia Mikhailovna,@student_108853,40
108854,Sokolov Anna Petrovich,@student_108854,22
108855,Kuznetsov Ksenia Mikhailovich,@student_108855,72
108856,Sidorov Anastasia Andreevna,@student_108856,48
108857,Smirnov Anastasia Alexandrovna,@student_108857,51
108858,Kuznetsov Daria Andreevich,@student_108858,68
108859,Volkov Egor Ivanovich,@student_108859,56
108860,Volkov Sergey Mikhailovna,@student_108860,36
108861,Fedorov Elena Sergeevich,@student_108861,3
108862,Lebedev Elena Petrovna,@student_108862,30
108863,Petrov Andrey Ivanovna,@student_108863,70
108864,Kuznetsov Sergey Dmitrievich,@student_108864,97
108865,Novikov Anastasia Ivanovich,@student_108865,46
108866,Vasiliev Artem Andreevich,@student_108866,7
108867,Ivanov Polina Mikhailovich,@student_108867,16
108868,Popov Victoria Mikhailovich,@student_108868,100
108869,Sidorov Alexey Ivanovna,@student_108869,68
108870,Lebedev Egor Sergeevich,@student_108870,54
108871,Kuznetsov Dmitry Petrovich,@student_108871,73
108872,Novikov Dmitry Ivanovna,@student_108872,89
108873,Volkov Egor Ivanovich,@student_108873,64
108874,Sokolov Victoria Ivanovna,@student_108874,74
108875,Sokolov Anna Alexandrovich,@student_108875,40
108876,Kuznetsov Egor Mikhailovna,@student_108876,34
108877,Vasiliev Victoria Sergeevich,@student_108877,25
108878,Sokolov Artem Alexandrovich,@student_108878,78
108879,Sokolov Nikita Mikhailovich,@student_108879,89
108880,Lebedev Sergey Ivanovich,@student_108880,3
108881,Vasiliev Daria Ivanovich,@student_108881,51
108882,Popov Victoria Petrovna,@student_108882,42
108883,Mikhailov Alexey Mikhailovich,@student_108883,33
108884,Sidorov Nikita Petrovna,@student_108884,58
108885,Lebedev Andrey Sergeevna,@student_108885,55
108886,Alekseev Victoria Sergeevna,@student_108886,42
108887,Mikhailov Sofia Alexandrovna,@student_108887,23
108888,Alekseev Ksenia Petrovich,@student_108888,27
108889,Smirnov Maria Sergeevich,@student_108889,30
108890,Sidorov Petr Mikhailovich,@student_108890,32
108891,Sokolov Sergey Alexandrovich,@student_108891,90
108892,Volkov Andrey Sergeevich,@student_108892,98
108893,Fedorov Egor Sergeevna,@student_108893,22
108894,Vasiliev Nikita Dmitrievna,@student_108894,18
108895,Sokolov Ksenia Sergeevich,@student_108895,12
108896,Volkov Alina Mikhailovich,@student_108896,4
108897,Mikhailov Andrey Petrovna,@student_108897,14
108898,Volkov Sofia Sergeevna,@student_108898,51
108899,Smirnov Victoria Dmitrievich,@student_108899,36
108900,Alekseev Ivan Petrovich,@student_108900,76
108901,Popov Maria Petrovna,@student_108901,83
108902,Novikov Artem Ivanovna,@student_108902,74
108903,Popov Dmitry Mikhailovich,@student_108903,100
108904,Petrov Dmitry Mikhailovna,@student_108904,83
108905,Petrov Sergey Sergeevna,@student_108905,79
108906,Morozov Alina Ivanovna,@student_108906,88
108907,Mikhailov Egor Petrovna,@student_108907,43
108908,Novikov Ksenia Mikhailovna,@student_108908,58
108909,Ivanov Daria Dmitrievich,@student_108909,23
108910,Alekseev Artem Alexandrovna,@student_108910,37
108911,Novikov Sofia Andreevna,@student_108911,19
108912,Mikhailov Artem Mikhailovich,@student_108912,85
108913,Sidorov Anna Andreevich,@student_108913,90
108914,Smirnov Sergey Petrovich,@student_108914,44
108915,Ivanov Anna Dmitrievich,@student_108915,40
108916,Novikov Sofia Ivanovich,@student_108916,15
108917,Kuznetsov Anna Andreevna,@student_108917,14
108918,Petrov Daria Mikhailovna,@student_108918,83
108919,Mikhailov Ivan Petrovna,@student_108919,46
108920,Vasiliev Egor Ivanovna,@student_108920,72
108921,Sidorov Petr Ivanovich,@student_108921,41
108922,Sokolov Polina Mikhailovich,@student_108922,53
108923,Lebedev Elena Sergeevna,@student_108923,36
108924,Sidorov Victoria Ivanovna,@student_108924,7
108925,Sokolov Petr Mikhailovna,@student_108925,53
108926,Morozov Egor Ivanovich,@student_108926,64
108927,Novikov Sergey Dmitrievna,@student_108927,22
108928,Fedorov Elena Petrovich,@student_108928,29
108929,Sidorov Elena Dmitrievich,@student_108929,64
108930,Vasiliev Petr Andreevna,@student_108930,71
108931,Smirnov Alina Sergeevna,@student_108931,82
108932,Sidorov Ivan Ivanovich,@student_108932,54
108933,Morozov Victoria Mikhailovna,@student_108933,60
108934,Novikov Andrey Ivanovich,@student_108934,19
108935,Ivanov Sofia Ivanovna,@student_108935,77
108936,Sidorov Victoria Dmitrievna,@student_108936,91
108937,Novikov Mikhail Petrovna,@student_108937,60
108938,Sidorov Alexey Sergeevna,@student_108938,9
108939,Petrov Petr Petrovna,@student_108939,93
108940,Sokolov Dmitry Ivanovna,@student_108940,48
108941,Mikhailov Artem Ivanovna,@student_108941,32
108942,Alekseev Anna Alexandrovich,@student_108942,0
108943,Fedorov Nikita Dmitrievich,@student_108943,48
108944,Sokolov Ksenia Ivanovna,@student_108944,70
108945,Novikov Ksenia Ivanovich,@student_108945,38
108946,Fedorov Alexey Mikhailovich,@student_108946,40
108947,Volkov Anastasia Petrovich,@student_108947,21
108948,Morozov Dmitry Mikhailovich,@student_108948,95
108949,Lebedev Victoria Petrovich,@student_108949,15
108950,Sidorov Polina Sergeevich,@student_108950,43
108951,Volkov Egor Mikhailovna,@student_108951,50
108952,Popov Anastasia Ivanovna,@student_108952,18
108953,Novikov Polina Alexandrovna,@student_108953,0
108954,Petrov Daria Dmitrievna,@student_108954,65
108955,Popov Polina Petrovna,@student_108955,93
108956,Popov Polina Sergeevich,@student_108956,73
108957,Fedorov Andrey Ivanovich,@student_108957,100
108958,Petrov Egor Ivanovich,@student_108958,42
108959,Volkov Anna Dmitrievich,@student_108959,39
108960,Petrov Maria Ivanovich,@student_108960,35
108961,Ivanov Sergey Ivanovich,@student_108961,93
108962,Morozov Victoria Sergeevna,@student_108962,50
108963,Sidorov Anastasia Andreevna,@student_108963,41
108964,Smirnov Nikita Andreevich,@student_108964,92
108965,Petrov Daria Dmitrievna,@student_108965,77
108966,Sidorov Artem Alexandrovich,@student_108966,41
108967,Petrov Petr Ivanovich,@student_108967,97
108968,Vasiliev Sergey Alexandrovna,@student_108968,49
108969,Popov Alexey Andreevich,@student_108969,65
108970,Novikov Nikita Petrovna,@student_108970,77
108971,Alekseev Anna Dmitrievich,@student_108971,13
108972,Sidorov Ivan Ivanovna,@student_108972,21
108973,Smirnov Elena Alexandrovich,@student_108973,83
108974,Sidorov Mikhail Ivanovich,@student_108974,54
108975,Petrov Sergey Dmitrievna,@student_108975,88
108976,Mikhailov Anastasia Dmitrievna,@student_108976,76
108977,Lebedev Petr Dmitrievich,@student_108977,44
108978,Novikov Anastasia Petrovich,@student_108978,23
108979,Kuznetsov Sofia Mikhailovna,@student_108979,94
108980,Morozov Polina Andreevich,@student_108980,61
108981,Sidorov Anna Alexandrovich,@student_108981,93
108982,Popov Nikita Andreevich,@student_108982,91
108983,Alekseev Artem Mikhailovna,@student_108983,76
108984,Volkov Victoria Alexandrovich,@student_108984,55
108985,Kuznetsov Mikhail Mikhailovich,@student_108985,5
108986,Smirnov Ksenia Sergeevich,@student_108986,62
108987,Morozov Andrey Mikhailovich,@student_108987,88
108988,Volkov Victoria Petrovna,@student_108988,89
108989,Popov Daria Sergeevna,@student_108989,98
108990,Popov Alina Ivanovna,@student_108990,10
108991,Novikov Anastasia Mikhailovich,@student_108991,55
108992,Alekseev Victoria Andreevich,@student_108992,76
108993,Novikov Daria Dmitrievna,@student_108993,32
108994,Kuznetsov Ivan Alexandrovna,@student_108994,27
108995,Fedorov Sofia Sergeevna,@student_108995,87
108996,Alekseev Ivan Alexandrovna,@student_108996,21
108997,Novikov Sofia Ivanovich,@student_108997,28
108998,Alekseev Alexey Dmitrievich,@student_108998,8
108999,Sidorov Daria Alexandrovna,@student_108999,60
109000,Kuznetsov Alina Andreevich,@student_109000,31
109001,Sokolov Alexey Alexandrovich,@student_109001,80
109002,Novikov Anastasia Dmitrievna,@student_109002,36
109003,Morozov Alina Petrovna,@student_109003,77
109004,Sokolov Victoria Dmitrievich,@student_109004,42
109005,Smirnov Alexey Petrovna,@student_109005,11
109006,Smirnov Polina Dmitrievich,@student_109006,87
109007,Ivanov Egor Ivanovich,@student_109007,6
109008,Morozov Petr Andreevna,@student_109008,60
109009,Sokolov Victoria Andreevich,@student_109009,40
109010,Vasiliev Sofia Alexandrovna,@student_109010,54
109011,Kuznetsov Alina Petrovna,@student_109011,84
109012,Vasiliev Dmitry Mikhailovna,@student_109012,68
109013,Kuznetsov Ksenia Ivanovich,@student_109013,93
109014,Mikhailov Maria Ivanovich,@student_109014,17
109015,Fedorov Maria Petrovich,@student_109015,67
109016,Morozov Andrey Sergeevna,@student_109016,98
109017,Sokolov Sergey Mikhailovna,@student_109017,92
109018,Vasiliev Artem Alexandrovna,@student_109018,0
109019,Kuznetsov Anna Sergeevna,@student_109019,63
109020,Popov Alina Sergeevna,@student_109020,54
109021,Lebedev Petr Sergeevna,@student_109021,93
109022,Novikov Maria Andreevich,@student_109022,27
109023,Mikhailov Alina Mikhailovich,@student_109023,12
109024,Sokolov Petr Mikhailovna,@student_109024,54
109025,Smirnov Daria Ivanovna,@student_109025,51
109026,Mikhailov Victoria Alexandrovna,@student_109026,26
109027,Smirnov Anastasia Sergeevna,@student_109027,1
109028,Sokolov Alexey Ivanovich,@student_109028,18
109029,Smirnov Petr Alexandrovna,@student_109029,44
109030,Mikhailov Alina Alexandrovna,@student_109030,82
109031,Sidorov Elena Mikhailovna,@student_109031,0
109032,Alekseev Alina Alexandrovna,@student_109032,40
109033,Sidorov Elena Petrovna,@student_109033,73
109034,Smirnov Dmitry Andreevna,@student_109034,52
109035,Volkov Victoria Mikhailovich,@student_109035,26
109036,Alekseev Elena Sergeevna,@student_109036,96
109037,Smirnov Nikita Ivanovich,@student_109037,39
109038,Vasiliev Egor Sergeevich,@student_109038,81
109039,Sokolov Artem Andreevna,@student_109039,49
109040,Alekseev Sergey Alexandrovna,@student_109040,99
109041,Morozov Alina Dmitrievna,@student_109041,60
109042,Morozov Anastasia Petrovna,@student_109042,69
109043,Petrov Anastasia Dmitrievna,@student_109043,16
109044,Kuznetsov Sergey Alexandrovich,@student_109044,89
109045,Vasiliev Artem Dmitrievna,@student_109045,37
109046,Alekseev Polina Dmitrievich,@student_109046,63
109047,Sokolov Mikhail Andreevna,@student_109047,40
109048,Petrov Artem Ivanovna,@student_109048,12
109049,Morozov Sergey Petrovich,@student_109049,54
109050,Sidorov Polina Ivanovich,@student_109050,42
109051,Ivanov Nikita Mikhailovna,@student_109051,65
109052,Mikhailov Dmitry Alexandrovich,@student_109052,38
109053,Mikhailov Sergey Mikhailovna,@student_109053,65
109054,Kuznetsov Alexey Petrovna,@student_109054,45
109055,Fedorov Maria Petrovna,@student_109055,84
109056,Sokolov Elena Andreevich,@student_109056,95
109057,Vasiliev Sofia Mikhailovna,@student_109057,35
109058,Petrov Sergey Dmitrievich,@student_109058,5
109059,Mikhailov Andrey Petrovich,@student_109059,13
109060,Kuznetsov Nikita Mikhailovna,@student_109060,70
109061,Fedorov Sofia Alexandrovna,@student_109061,32
109062,Petrov Anna Ivanovich,@student_109062,21
109063,Morozov Anna Sergeevna,@student_109063,51
109064,Mikhailov Mikhail Dmitrievich,@student_109064,26
109065,Morozov Anastasia Petrovich,@student_109065,54
109066,Sokolov Maria Dmitrievich,@student_109066,0
